,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
128,Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K,2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Healthcare Data,New York,New York
129,Electronic Trading Data Analyst,$59K-$85K,3.6,Scotiabank,"New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Reporting Analyst,New York,Toronto
130,"Data Analyst, Center for Developing Brain",$59K-$85K,3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Data Analyst,New York,New York
131,Data Processing & Performance Analyst,$59K-$85K,3.1,Balance Innovations,"New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Data Analyst,New York,Lenexa
132,Business Analyst - Data Analyst,$59K-$85K,3.4,Asset Staffing,"Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Analyst Analyst,Newark,New York
133,Data Analyst with Rochade,$59K-$85K,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,New York,Northville
134,Advertising Data Analyst,$59K-$85K,4.3,"Hearst Television, Inc","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),Reporting Analyst,New York,Cincinnati
135,Product Analyst - Data,$59K-$85K,2.7,William Hill US,"Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Analyst Data,Jersey City,London
136,Senior Data Analyst,$59K-$85K,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),Senior Analyst,New York,New York
137,Data Analyst,$59K-$85K,4.4,ZDAAS,"Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),Data Analyst,Brooklyn,Baltimore
138,Market Research Data Analyst - Physician Technology,$59K-$85K,3.1,Decision Resources Group,"New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,New York,Burlington
139,Data Analyst,$59K-$85K,3.0,Highbridge Consulting LLC,"New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,New York,Pleasantville
140,Look ML Data Analyst,$59K-$85K,2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,Data Analyst,New York,Singapore
141,Data Collection Analyst,$59K-$85K,3.9,Columbia University,"New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Data Analyst,New York,New York
142,Data Analyst,$59K-$85K,4.2,Precision technologies corp,"New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,New York,New Brunswick
143,DATA ENTRY/ BILLING ANALYST,$59K-$85K,3.9,Cactus Holdings,"Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Analyst II,Queens Village,Mumbai
144,Student Persistence Initiative Data Analyst/Scientist,$59K-$85K,4.2,Cuny Research Foundation,"New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),Business Intelligence,New York,New York
145,Data Quality Analyst,$59K-$85K,-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),Data Analyst,New York,Bethesda
146,Data Governance Analyst,$59K-$85K,5.0,Crossfire Consulting Corporation,"New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Data Governance,New York,Yorktown Heights
147,Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K,3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Business Intelligence,New York,Seattle
148,Data Analyst,$59K-$85K,3.4,Voice,"Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Brooklyn,-1
149,Data Analyst,$59K-$85K,2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,Data Analyst,New York,Singapore
150,Data Analyst,$43K-$76K,4.0,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Data Analyst,New York,New York
151,Healthcare Data/Reporting Analyst,$43K-$76K,3.6,HOMETEAM,"New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Reporting Analyst,New York,New York
152,Data Analyst I - Geriatrics and Palliative Care,$43K-$76K,3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Analytics Solutions,New York,New York
153,Data Analyst,$43K-$76K,-1.0,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,Data Analyst,New York,-1
154,Data Analyst/Rochade,$43K-$76K,3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,New York,Dublin
155,"Data Analyst, Revenue Analytics",$43K-$76K,3.2,Roman,"New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),Analyst Analyst,New York,Bloomingdale
156,Data Analyst,$43K-$76K,3.8,COUNCIL ON ACCREDITATION,"New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),Data Analyst,New York,New York
157,Data Analyst,$43K-$76K,-1.0,APR Staffing,"New York, NY",-1,-1,-1,-1,-1,-1,-1,Data Analyst,New York,-1
158,"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K,3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Analyst Analyst,New York,New York
159,"Data Analyst, Student Success Program",$43K-$76K,3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Analyst Senior,New York,New York
160,Big Data QA Analyst with Jupyter notebook,$43K-$76K,3.2,COOLSOFT,"Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),Data Analyst,Newark,Louisville
161,"Analyst, Data Centers Industry",$43K-$76K,3.3,451 Research,"New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Analyst Data,New York,New York
162,Data Analyst,$43K-$76K,-1.0,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,Data Analyst,New York,-1
163,Financial - Data Analyst,$43K-$76K,3.8,Amenity Analytics,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,New York,New York
164,Data Analyst with Data Scanning and Profiling,$43K-$76K,3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,New York,Dublin
165,Business Analyst - Data Governance,$43K-$76K,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),Data Governance,New York,New York
166,Senior Data Analyst - Health Economist,$43K-$76K,2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,New York,New York
167,Lead Data Insights Analyst,$43K-$76K,-1.0,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,Data Analyst,Brooklyn,New York
168,Research Analyst (Data Science),$43K-$76K,3.4,APCO Worldwide,"New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),Analyst Data,New York,Washington
169,Data Management Analyst,$43K-$76K,2.5,Brooklyn Community Services,"Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),Data Management,Brooklyn,Brooklyn
170,Business Analyst / Data Analyst,$43K-$76K,4.4,Softcom Systems,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Analyst Analyst,Weehawken,Princeton
171,Healthcare Data/Reporting Analyst,$43K-$76K,3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Reporting Analyst,New York,Princeton
172,Clinical Data Analyst,$43K-$76K,2.3,Fair Health,"New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),Data Analyst,New York,New York
173,Sr. Data Profiling Analyst,$43K-$76K,3.6,UBS,"New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Data Analyst,New York,Zurich
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$43K-$76K,-1.0,"Cowen Group, Inc.","New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,Analytics Solutions,New York,West Hartford
175,Data Analyst,$43K-$76K,3.6,Workforce Logiq,"Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Data Analyst,Haworth,Orlando
176,Data Analyst,$43K-$76K,3.3,Cross River Bank,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),Data Analyst,Fort Lee,Fort Lee
177,"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K,3.8,NBCUniversal,"New York, NY","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),Analyst Analyst,New York,New York
178,Senior Data Analyst,$43K-$76K,3.7,Narrativ,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,New York,New York
179,Data Analyst,$43K-$76K,-1.0,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,New York,New York
180,Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K,3.6,Perficient,"New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),Senior Analyst,New York,Saint Louis
181,Data/Report Analyst,$60K-$110K,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Data Analyst,New York,Plainsboro
182,Senior Data Analyst,$60K-$110K,4.1,Bounce Exchange,"New York, NY","New York, NY",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Senior Analyst,New York,New York
183,Human Capital Data Analyst,$60K-$110K,4.5,Green Key Resources,"New York, NY","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,New York,New York
184,GIS Data analyst,$60K-$110K,3.7,22nd Century Technologies,"New York, NY","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Data Analyst,New York,Somerset
185,Junior Data Analytics Solutions Analyst,$60K-$110K,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Analytics Solutions,New York,Alexandria
186,Data Analyst,$60K-$110K,-1.0,"Capgemini America, Inc.","Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Jersey City,-1
187,Data Analyst w/Capital Markets,$60K-$110K,3.7,Software Guidance & Assistance,"Jersey City, NJ","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Capital Markets,Jersey City,Tarrytown
188,"VP, Research Project Analyst/Data Management",$60K-$110K,3.7,Citi,"New York, NY","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Data Management,New York,New York
189,Food Data Analyst,$60K-$110K,3.2,Metropolitan Council on Jewish Poverty,"New York, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),Data Analyst,New York,New York
190,Data Management Analyst,$60K-$110K,3.6,TSR Consulting,"New York, NY","Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Data Management,New York,Hauppauge
191,Data Governance Analyst,$60K-$110K,3.6,UBS,"Weehawken, NJ","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Data Governance,Weehawken,Zurich
192,"Data Analyst, Enterprise Analytics",$60K-$110K,3.7,"Take-Two Interactive Software, Inc.","New York, NY","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),Analyst Analyst,New York,New York
193,Data Analytics Solutions Analyst - Mid with Security Clearance,$60K-$110K,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Analytics Solutions,New York,Alexandria
194,Data Analyst Assistant,$60K-$110K,-1.0,Teus Health,"Newark, NJ",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Newark,-1
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,$60K-$110K,3.8,Morgan Stanley,"New York, NY","New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Analyst Analyst,New York,New York
196,Data Collection Analyst,$60K-$110K,4.1,ICAP at Columbia University,"New York, NY","New York, NY",501 to 1000 employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,New York,New York
197,Data Collection Analyst,$60K-$110K,3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Data Analyst,New York,New York
198,Sr Business /Data Analyst- Reference data,$60K-$110K,3.7,Xoriant Corporation,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Business Intelligence,Jersey City,Sunnyvale
199,Data Analyst,$60K-$110K,4.7,The Denzel Group,"South Plainfield, NJ","Allentown, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,South Plainfield,Allentown
200,SENIOR DATA ANALYST,$60K-$110K,3.7,Montefiore Medical,"New York, NY","Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Data Analyst,New York,Bronx
201,Senior Data Analyst / Scientist,$60K-$110K,3.3,Cedent Consulting,"New York, NY","Frisco, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),Senior Analyst,New York,Frisco
202,Senior Data Analyst - Regulatory Reporting,$60K-$110K,3.4,ACS,"New York, NY","Moore, OK",1 to 50 employees,-1,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),Senior Analyst,New York,Moore
